q5	q95
-6.4778	-0.11359999999999969
0.07874308675527568	0.9973669290542603
-5.15607398877997	-0.6563037250228555
0.0063961148262023804	0.6821745157241824
0.00256216987036164	0.7029267072677615
0.0022255774121730802	0.6051905274391176
0.00071913697756826	0.3010394632816315
0.0177681803703308	0.4710254967212677
0.00334727652370926	0.22061678469181079
0.0004904257250018199	0.12512949109077456
0.01443253271281714	0.5570760011672976
0.0006270363228394999	0.1426753044128418
0.0021576080005615596	0.25483790636062637
0.00142076187767086	0.7289141178131103
0.00163072221912436	0.40525284409523005
0.5219928860664368	0.585364305973053
0.46362982988357543	0.496739661693573
0.46044336557388305	0.4830530941486359
0.4103033125400543	0.45979692339897155
0.5101915001869202	0.551026439666748
0.5350599527359009	0.5526546597480774
0.5236334085464478	0.542507815361023
0.4258850753307342	0.46073228120803833
0.45523243546485903	0.47451202273368837
0.5260999321937561	0.5614564895629883
0.5268809795379639	0.5510223627090454
0.5246422290802002	0.5474259257316589
0.46590820550918577	0.48674423694610597
0.4827250957489013	0.5177372097969055
0.45058165192604066	0.5109616398811341
0.4504897654056549	0.4842617273330688
0.4502392411231994	0.49430221915245054
0.49123608469963076	0.5188286304473877
0.44142589569091795	0.4803625643253326
0.4518488645553589	0.4947961628437042
0.4495134592056274	0.47131064534187317
0.5252225637435913	0.5598732471466065
0.4228385746479034	0.459991043806076
0.41424779891967767	0.45406768918037416
0.5549884080886841	0.5994950652122498
0.5133887648582458	0.5563891172409058
0.481302809715271	0.4992556512355804
0.457751327753067	0.4899445354938507
0.48750454783439634	0.5012956023216247
0.5221739411354065	0.584399151802063
0.4436184585094452	0.47944478392601014
0.47145208120346066	0.49936273694038386
0.45297539234161377	0.5015258193016052
0.5137852787971496	0.5704986214637756
0.49451194405555726	0.513093900680542
0.4732275426387787	0.5026447534561157
0.3960482716560364	0.44939622282981867
0.4193826735019684	0.47630437612533566
0.5080697894096374	0.5382227420806884
0.4868082702159881	0.535334050655365
0.5000206232070923	0.5482640624046325
0.5055938839912415	0.5248558759689331
0.45245952010154716	0.47759820222854615
0.4283700466156005	0.47523096203804016
0.40187973976135255	0.47325656414031975
0.4566496849060059	0.49463521838188174
0.4890521764755249	0.5103525400161744
0.5005254983901978	0.5209365129470825
0.4918561220169067	0.5177123665809631
0.535976254940033	0.5795937657356263
0.504030418395996	0.5414940476417541
0.4986476778984069	0.5122051239013672
0.4601720452308654	0.4973889648914337
0.44090890288352963	0.48419702649116514
0.5458205223083497	0.5884692788124084
0.47589635848999023	0.5036960721015931
0.40517645478248593	0.48406293392181393
0.5442035079002381	0.5839594721794128
0.4189140021800995	0.44920302033424375
0.4767353296279907	0.49763441681861875
0.544372808933258	0.5882700562477112
0.4965742290019988	0.5123671889305115
0.48609079718589776	0.5005622386932373
0.4283649206161499	0.4616796791553497
0.5420672059059143	0.5780431866645813
0.429111385345459	0.4522929549217224
0.42333669066429136	0.46401849985122673
0.511987316608429	0.5487192869186401
0.4696159064769745	0.5212136030197143
0.4790558576583862	0.5023521900177002
0.48941969275474545	0.516118323802948
0.3648908257484436	0.4400962710380554
0.4414988398551941	0.4967273652553558
0.48417422175407404	0.5280886650085449
0.5380471348762512	0.5752806425094604
0.4984284460544586	0.518028175830841
0.4845718145370483	0.516684377193451
0.4945655763149261	0.5123484373092652
0.5154136419296265	0.5508326768875123
0.4817768216133117	0.5007308721542358
0.46698876619338986	0.5026859283447266
0.47958707213401797	0.5002802014350891
0.47054823637008664	0.506441330909729
0.4794708669185638	0.5001206636428833
0.48482516407966614	0.5067895531654358
0.5075769543647766	0.5279192805290223
0.5007150888442993	0.5193282008171082
0.5456295967102051	0.5807384133338929
0.48534216880798337	0.5225804328918457
0.5062030911445617	0.5410772681236267
0.46851350665092467	0.49845596551895144
0.5302101731300354	0.5532353639602661
0.47999712824821467	0.5148184537887573
0.5067495226860046	0.5650192499160767
0.483495807647705	0.5026080250740051
0.470283442735672	0.49734065532684324
0.448309725522995	0.48671012520790097
0.5051323890686035	0.5393558859825134
0.46646531820297243	0.48191986680030824
0.5184026718139648	0.5519593477249145
0.3625948369503021	0.4265736818313598
0.5146323204040527	0.5697337746620178
0.487141090631485	0.5134175658226013
0.4861841976642608	0.5175779461860657
0.5138697981834411	0.5344334840774536
0.4458790004253387	0.4752194821834564
0.4872907400131225	0.5164894223213196
0.49533289074897763	0.544997489452362
0.45208336710929864	0.4748309314250946
0.5226869106292724	0.5680441617965698
0.46923034191131585	0.5002312779426574
0.4846599817276001	0.500796091556549
0.5065808057785034	0.5235403418540955
0.5187129259109498	0.5444598317146301
0.48520511388778687	0.5106115937232971
0.5113372683525086	0.5434411525726318
0.4642142117023468	0.49500296711921693
0.5127529501914978	0.54068603515625
0.5040713548660278	0.5236958265304565
0.4904486775398254	0.5203904747962952
0.46413228511810295	0.49465489983558647
0.4807349145412445	0.5026633381843567
0.5119892120361328	0.5359524607658386
0.5569315791130066	0.6099022150039674
0.40860942602157585	0.4637265801429748
0.4713578164577484	0.5025610804557801
0.4904195368289947	0.5297771096229553
0.472014319896698	0.5022949576377869
0.5542927980422974	0.59537752866745
0.5526994705200196	0.5928407311439514
0.5194721698760987	0.5732749938964844
0.5037132024765014	0.5378373503684998
0.5079060912132263	0.5728819727897644
0.4474811494350433	0.505836296081543
0.5207839965820312	0.5768151402473449
0.45624441504478447	0.48059350848197935
0.5401788592338562	0.5712396740913391
0.5277727961540222	0.5547713279724121
0.4679862082004547	0.4940142512321472
0.5378438115119935	0.5813150763511657
0.5538949728012085	0.6397518515586853
0.5076470613479614	0.5228770256042481
0.5312116861343383	0.5925989627838135
0.4280279219150543	0.4781945407390594
0.5054105877876282	0.5223586320877075
0.4565065205097198	0.4911117970943451
0.5141749501228332	0.5396689772605896
0.4621022343635559	0.4780943274497986
0.539575743675232	0.565148401260376
0.4858719289302826	0.508594810962677
0.40183382034301757	0.4498103439807892
0.5060585021972657	0.5583270072937012
0.5450828194618225	0.5893024444580078
0.5191241025924682	0.5477501630783081
0.5081243395805359	0.5336920499801636
0.5409974694252014	0.5607175469398499
0.4349849700927734	0.47269490361213684
0.46274804472923275	0.4995839238166809
0.4758867144584656	0.49704807400703427
0.5162506341934204	0.5583019495010376
0.5536776185035706	0.5865158557891845
0.4744219958782196	0.5004064679145813
0.4804350793361663	0.5092634558677673
0.48572972416877747	0.5117072582244874
0.4765032887458801	0.510828161239624
0.5237076282501221	0.5482571244239807
0.5242992520332337	0.5913473963737488
0.4145902574062347	0.45841205716133115
0.489408940076828	0.5216720700263977
0.47323604226112365	0.4955891728401184
0.4518732249736786	0.4972217381000519
0.4919583082199096	0.5104340672492981
0.4773944735527038	0.49682053923606867
0.45176854133605954	0.49689251780509947
0.4471520066261291	0.4771626532077789
0.47065372467041017	0.4879656553268433
0.522298276424408	0.5626543879508972
0.4774738788604736	0.5113646745681762
0.4623225510120391	0.4882116019725799
0.4872247457504272	0.5095236420631408
0.48318688273429866	0.5072588086128235
0.4960384130477905	0.5269902467727661
0.39154902100563044	0.44454342126846313
0.48093775510787956	0.5083073854446412
0.5248180150985717	0.5625657558441162
0.49545618891716	0.5078962683677674
0.4917900681495666	0.5336621999740601
0.5052453994750976	0.5348201394081116
0.4309979677200317	0.4678954899311065
0.5282957077026367	0.5471372723579406
0.45028013586997984	0.4799226880073547
0.5215751171112061	0.5730345010757446
0.49398491382598875	0.5250738263130188
0.46461082100868223	0.4807531416416168
0.5420337557792664	0.5838258266448975
0.5485663533210754	0.5716974854469299
0.45244717001914975	0.49064872860908504
0.37553023695945736	0.42929908633232117
0.4487927317619323	0.4856796860694885
0.40457369685173034	0.4574640333652496
0.5071644067764283	0.5410396695137024
0.4742896497249603	0.5115314960479737
0.5417811512947083	0.5897985458374023
0.45103821158409113	0.4740561008453369
0.47266103029251094	0.49030476808547974
0.43806268572807305	0.4848307430744171
0.5114435672760009	0.5384659051895142
0.5351061463356018	0.565237534046173
0.45855218172073364	0.4900715827941894
0.5486812114715576	0.606865644454956
0.5406468510627747	0.5772448539733886
0.5390703320503235	0.5865950107574462
0.4947218239307403	0.5209983348846435
0.5136783719062805	0.5267120718955993
0.4213655173778534	0.46974914669990536
0.46742354631423944	0.4883887231349945
0.4875130295753479	0.5237477064132691
0.5020591139793396	0.5235921621322632
0.5067378759384156	0.5345636963844299
0.4843276381492615	0.5132629990577697
0.47210943698883057	0.4916993558406829
0.45044700503349305	0.4894180476665496
0.48230260014533993	0.5175932049751282
0.5712979197502136	0.6456964373588562
0.5114689350128174	0.5318066596984863
0.48250524997711175	0.5147382736206054
0.5050766944885254	0.5354503154754638
0.4098591983318329	0.47296332120895385
0.40630834102630614	0.47037099003791805
0.40944764018058777	0.4747368276119232
0.5012072324752808	0.5342766880989075
0.4732195138931274	0.49108772277832025
0.5087630152702332	0.5486729264259338
0.4489518284797668	0.47709180116653443
0.44978638291358947	0.4713731110095978
0.4850253343582153	0.503324544429779
0.4746019065380096	0.4958101212978363
0.4907438457012176	0.5102813482284546
0.5396277666091919	0.5799493670463562
0.45596096515655515	0.4886577427387237
0.46180819272994994	0.5010840773582459
0.5020491480827332	0.5191797971725464
0.4899265110492706	0.5216524720191955
0.5108080506324768	0.547035026550293
0.43477949500083923	0.4799336135387421
0.5204262256622314	0.5798533439636231
0.44845795035362246	0.492826783657074
0.47666145563125606	0.49984610080718994
0.3464660465717316	0.40137290954589844
0.5128413796424866	0.5660496473312377
0.5337151765823365	0.5651599407196045
0.5217343449592591	0.573529851436615
0.4768840372562408	0.5011455655097962
0.4358860909938812	0.46124923825263975
0.5045378684997559	0.5176982522010803
0.4247010111808776	0.45708250999450684
0.4804533123970032	0.50665442943573
0.41988242268562315	0.4533482551574706
0.36609958410263055	0.43032972216606136
0.3980688869953155	0.44291083216667176
0.44688087105751034	0.48402561545372
0.41616253256797786	0.46036712527275087
0.4567978739738464	0.47790792584419245
0.5347735643386841	0.5701492309570313
0.4815411150455475	0.5071552872657776
0.5595420002937317	0.6145419120788574
0.4642822742462158	0.5100651144981384
0.5186606049537659	0.5666174173355103
0.4648539066314697	0.49310944676399227
0.5147186517715454	0.5443448185920715
0.4526429712772369	0.4804231286048889
0.5333860754966736	0.5515892744064331
0.4403661966323852	0.48198777437210083
0.4644633710384369	0.4871910274028778
0.4542627394199371	0.48792165517807007
0.5255649089813232	0.5610840439796447
0.4742959558963776	0.49036143422126766
0.46002330780029294	0.5104138612747192
0.4723523378372192	0.494060093164444
0.5144987583160401	0.5541786432266236
0.4836361587047576	0.5076587438583374
0.4592160820960998	0.4823621869087219
0.5157100558280945	0.5443485021591187
0.48870865702629085	0.5124632239341735
0.49866177439689635	0.5099859356880188
0.4572473347187042	0.4894871234893799
0.4810550689697265	0.5005423069000244
0.5392250776290893	0.5791911840438843
0.4535243034362793	0.4791483163833618
